GEMS.Station.Number,Sample.Date,pH,NO2N,NO3N,DRP
IND02080,2005-10-01,8.08,0.0,3.23677,0.0
IND02080,2005-11-03,8.02,0.0,0.672576,0.0
IND02080,2005-12-01,8.87,0.0,6.05318,0.05167
IND02080,2006-01-02,8.185,0.0,3.23677,0.0
IND02080,2006-02-01,8.305,0.0,0.742636,0.0
IND02080,2006-03-01,8.05,0.0,5.77294,0.062004
IND02080,2006-04-01,8.455,0.0,4.52588,0.05167
IND02080,2006-05-01,8.085,0.0,4.52588,0.05167
IND02080,2006-06-01,8.149999999999999,0.0,0.602516,0.0
IND02080,2006-07-01,7.835,0.0,3.23677,0.0
IND02080,2006-08-01,8.155,0.0,0.154132,0.0
IND02080,2006-09-01,8.175,0.0,0.518444,0.0
IND02080,2006-10-03,8.129999999999999,0.0,0.812696,0.0
IND02080,2006-12-01,8.165,0.0,1.65342,0.0
IND02080,2007-01-02,7.875,0.0,0.518444,0.0
IND02080,2007-02-01,8.274999999999999,0.0,0.672576,0.0
IND02080,2007-03-01,8.07,0.0,1.4012,0.0
IND02080,2007-04-02,8.165,0.0,1.68144,0.0
IND02080,2007-06-01,8.219999999999999,0.0,3.25078,0.0
IND02080,2007-07-01,8.25,0.0,3.23677,0.0
IND02080,2007-08-01,8.07,0.0,0.392336,0.0
IND02080,2007-09-01,7.92,0.0,0.518444,0.0
IND02080,2007-10-01,8.055,0.0,0.952816,0.0
IND02080,2007-11-01,8.205,0.0138,0.812696,0.0
IND02080,2007-12-01,7.87,0.0552,1.37318,0.0
IND02080,2008-01-01,8.219999999999999,0.0,2.94252,0.0
IND02080,2008-02-01,8.07,0.0,0.672576,0.0
IND02080,2008-05-01,9.07,0.0,1.4012,0.01
IND02080,2009-06-01,8.6,0.0,6.6557,0.0738
IND02080,2009-07-01,8.215,0.0,0.588504,0.05
IND02080,2009-08-01,8.4,0.0,4.41378,0.1
IND02080,2009-09-01,7.78,0.0,1.89162,0.04
IND02080,2009-10-01,7.805,0.0,0.588504,0.0
IND02080,2009-11-03,7.9,0.0,0.714612,0.08
IND02080,2009-12-01,8.0,0.0,3.23677,0.05
IND02080,2010-01-01,8.0,0.0552,0.742636,0.0
IND02080,2010-02-01,7.7,0.0138,0.938804,0.06
IND02080,2010-03-01,7.86,0.0276,0.882756,0.04
IND02080,2010-04-01,8.0,0.0138,0.658564,0.05
IND02080,2010-05-01,8.7,0.0276,0.686588,0.06
IND02080,2021-04-01,8.02,0.06,4.56,1.1
IND02080,2021-09-01,7.824999999999999,0.01,3.78,0.03
IND02080,2021-09-11,7.7,0.02,3.28,0.03
IND02080,2021-09-21,7.88,0.02,3.81,0.04
IND02082,1995-09-01,8.1,0.0,0.014012,0.031002
IND02082,1995-10-01,7.7,0.0,0.014012,0.093006
IND02082,1995-11-01,7.82,0.0,0.028024,0.031002
IND02082,1995-12-01,7.7,0.0,0.014012,0.041336
IND02082,1996-01-01,8.21,0.0,0.056048,0.062004
IND02082,1996-09-01,8.26,0.0,0.182156,0.113674
IND02082,1996-10-01,8.14,0.0276,0.196168,0.113674
IND02082,1996-11-01,8.19,0.0,0.21018,0.124008
IND02082,1996-12-01,8.24,0.0,0.056048,0.124008
IND02082,1997-01-01,8.29,0.0,0.042036,0.113674
IND02082,1997-02-01,8.06,0.0,0.056048,0.113674
IND02082,1997-03-01,8.28,0.0,0.084072,0.010334
IND02082,1997-10-01,7.63,0.0,0.028024,0.134342
IND02082,1997-11-01,7.95,0.0,0.028024,0.113674
IND02082,1997-12-01,7.12,0.0,0.07006,0.093006
IND02082,1998-01-01,8.24,0.0,0.084072,0.062004
IND02082,1998-08-01,8.28,0.0,0.028024,0.041336
IND02082,1998-09-01,8.26,0.0,0.042036,0.041336
IND02082,1998-10-01,8.25,0.0,0.014012,0.10334
IND02082,1998-11-01,8.16,0.0,0.028024,0.020668
IND02082,1998-12-01,8.2,0.0,0.028024,0.010334
IND02082,1999-01-01,8.24,0.0,8.44924,0.072338
IND02082,1999-02-01,8.2,0.0,0.028024,0.031002
IND02082,1999-09-01,8.11,0.0138,0.084072,0.20668
IND02082,1999-10-01,8.05,0.0,0.07006,0.217014
IND02082,1999-11-01,8.21,0.0,0.056048,0.20668
IND02082,1999-12-01,8.15,0.0,0.056048,0.20668
IND02082,2000-01-01,8.2,0.0,0.042036,0.217014
IND02082,2017-10-06,7.25,0.01,0.71,0.0
IND02082,2019-09-25,8.4,0.01,0.24,0.03
IND02082,2019-10-04,8.7,0.12,0.3,0.03
IND02082,2020-10-05,8.23,0.04,0.09,0.05
IND02082,2020-11-02,8.42,0.01,0.05,0.06
IND02082,2020-12-02,8.4,0.0,0.84,0.05
IND02082,2021-01-02,8.48,0.0,0.68,0.05
IND02083,2013-06-01,8.3,0.0,1.099,0.027
IND02083,2013-08-01,8.1,0.0,0.662,0.036
IND02083,2013-10-01,8.2,0.0,0.981,0.06
IND02083,2013-12-02,8.2,0.0,1.914,0.09
IND02083,2014-02-01,8.1,0.0,1.619,0.08
IND02083,2014-04-01,8.1,0.0,0.642,0.0
IND02084,2021-07-01,7.949999999999999,0.0,0.22,0.1
IND02084,2021-08-02,7.785,0.0,2.2,0.07
IND02084,2021-08-11,8.17,0.05,1.8,0.51
IND02084,2021-08-23,8.03,0.02,2.1,0.22
IND02084,2021-09-01,8.114999999999998,0.0,3.0,0.11
IND02084,2021-09-13,8.115,0.0,2.2,0.09
IND02084,2021-09-21,8.024999999999999,0.01,1.6,0.08
IND02084,2021-10-01,8.335,0.09,4.6,0.05
IND02087,1987-06-15,8.3,0.2346,1.07892,0.05167
IND02087,1987-07-01,8.2,0.0138,0.49042,0.124008
IND02087,1987-08-17,8.4,0.0552,0.476408,0.062004
IND02087,1987-09-01,8.5,0.0,1.44324,0.05167
IND02087,1987-10-05,8.3,0.0276,0.266228,0.031002
IND02087,1988-06-01,8.3,0.069,1.03689,0.031002
IND02087,1988-07-01,8.3,0.0,0.084072,0.041336
IND02087,1988-08-01,8.5,0.0138,2.57821,0.041336
IND02087,1988-09-05,8.45,0.0276,4.06348,0.010334
IND02087,1988-10-03,8.2,0.0138,3.3909,0.0
IND02087,1988-11-01,7.6,0.0276,4.52588,0.0
IND02087,1988-12-01,8.5,0.0828,4.7921,0.031002
IND02087,1989-01-02,8.6,0.0552,2.39605,0.031002
IND02087,1989-02-01,8.8,0.0414,1.24707,0.0
IND02087,1989-04-03,8.7,0.138,0.63054,0.082672
IND02087,1989-06-15,7.7,0.1242,1.03689,0.041336
IND02087,1989-07-03,7.9,0.0276,0.84072,0.134342
IND02087,1989-08-01,8.4,0.0138,1.84958,0.0
IND02087,1989-09-01,7.6,0.0276,1.07892,0.031002
IND02087,1989-10-01,8.3,0.0138,6.78181,0.020668
IND02087,1989-11-01,8.5,0.0276,6.09522,0.031002
IND02087,1989-12-01,8.4,0.0552,2.25593,0.041336
IND02087,1990-01-01,8.3,0.069,1.58336,0.010334
IND02087,1990-02-01,8.9,0.3036,1.02288,0.134342
IND02087,1990-04-16,8.8,0.0276,0.406348,0.020668
IND02087,1990-06-01,7.0,0.0414,0.378324,0.072338
IND02087,1990-07-02,8.0,0.0,0.952816,0.041336
IND02087,1990-08-03,8.7,0.0138,3.3909,0.020668
IND02087,1990-09-03,8.4,0.0,0.21018,0.0
IND02087,1990-10-04,8.5,0.0138,2.57821,0.031002
IND02087,1990-11-06,8.3,0.0552,9.94852,0.031002
IND02087,1990-12-03,8.4,0.0552,5.33857,0.165344
IND02087,1991-01-01,8.7,0.0414,7.006,0.010334
IND02087,1991-02-01,8.6,0.0966,0.882756,0.031002
IND02087,1991-03-04,8.4,0.0276,0.728624,0.041336
IND02087,1991-04-01,8.6,0.0552,0.182156,0.010334
IND02087,1991-05-01,8.5,0.0138,0.448384,0.0
IND02087,1991-07-01,8.1,0.0138,0.616528,0.010334
IND02087,1991-09-03,8.2,0.0276,0.742636,0.0
IND02087,1991-10-03,8.5,0.0276,0.616528,0.010334
IND02087,1991-11-02,8.3,0.0276,0.112096,0.020668
IND02087,1991-12-02,8.8,0.0552,0.112096,0.010334
IND02087,1992-01-01,8.8,0.0276,0.042036,0.031002
IND02087,1992-07-01,8.4,0.0414,0.336288,0.031002
IND02087,1992-08-03,8.5,0.0138,0.182156,0.020668
IND02087,1992-09-01,8.8,0.0,0.518444,0.010334
IND02087,1992-10-07,8.2,0.0,0.812696,0.0
IND02087,1992-11-02,8.4,0.0,0.994852,0.010334
IND02087,1993-02-01,9.0,0.0,0.154132,0.010334
IND02087,1993-06-03,8.5,0.0966,0.434372,0.144676
IND02087,1993-07-02,8.5,0.0828,0.728624,0.010334
IND02087,1993-08-02,8.3018,0.0276,1.17701,0.010334
IND02087,1993-09-01,8.6,0.0138,2.35402,0.010334
IND02087,1993-10-04,8.5,0.0138,1.94767,0.041336
IND02087,1993-11-01,8.4,0.0414,1.94767,0.010334
IND02087,1993-12-01,8.4,0.0138,1.80755,0.010334
IND02087,1994-01-03,8.6,0.0138,2.17186,0.113674
IND02087,1994-02-01,8.6,0.0,1.13497,0.010334
IND02087,1994-03-01,8.7,0.0,1.10695,0.010334
IND02087,1994-04-04,8.6,0.0,0.518444,0.010334
IND02087,1994-05-02,8.6,0.0138,0.252216,0.031002
IND02087,1994-06-01,8.4,0.0138,0.154132,0.031002
IND02087,1994-07-01,7.9,0.0276,0.266228,0.041336
IND02087,1994-08-01,8.5,0.0,0.014012,0.0
IND02087,1994-09-01,8.1,0.0,1.4012,0.031002
IND02087,1994-10-03,8.5,0.0138,1.10695,0.020668
IND02087,1994-11-01,8.6,0.0138,1.10695,0.020668
IND02087,1994-12-01,8.5,0.069,2.07378,0.020668
IND02087,1995-01-02,8.3,0.0828,2.25593,0.041336
IND02087,1995-02-01,8.7,0.0276,1.13497,0.031002
IND02087,1995-03-01,8.4,0.2208,2.57821,0.020668
IND02087,1995-04-03,8.3,0.0276,1.26108,0.020668
IND02087,1995-05-01,8.4,0.0138,1.03689,0.010334
IND02087,1995-06-01,8.3,0.0138,1.80755,0.020668
IND02087,1995-07-03,8.21,0.0,1.13497,0.020668
IND02087,1995-08-01,8.4,0.0138,0.448384,0.113674
IND02087,1995-09-04,8.3,0.0,1.13497,0.020668
IND02087,1995-10-04,8.6,0.0138,0.658564,0.020668
IND02087,1995-11-01,8.4,0.069,1.07892,0.082672
IND02087,1995-12-01,8.7,0.0276,0.476408,0.010334
IND02087,1996-01-01,8.4,0.0828,1.49928,0.020668
IND02087,1996-02-01,9.0,0.0138,0.224192,0.020668
IND02087,1996-03-01,8.6,0.0,2.1018,0.020668
IND02087,1996-04-02,8.7,0.0414,1.4012,0.031002
IND02087,1996-05-06,8.5,0.069,2.07378,0.010334
IND02087,1996-06-03,8.3,0.0138,0.952816,0.020668
IND02087,1996-07-01,8.2,0.0276,0.406348,0.041336
IND02087,1996-08-01,8.5,0.0138,4.86216,0.05167
IND02087,1996-09-02,8.5,0.0,2.17186,0.062004
IND02087,1996-10-03,8.3,0.0,1.31713,0.062004
IND02087,1996-11-01,8.4,0.0276,2.12982,0.05167
IND02087,1996-12-02,8.5,0.0276,1.72348,0.041336
IND02087,1997-01-01,8.6,0.0552,1.62539,0.010334
IND02087,1997-02-03,8.4,0.1656,4.97426,0.0
IND02087,1997-03-03,8.7,0.138,0.476408,0.0
IND02087,1997-04-01,8.7,0.0276,0.854732,0.010334
IND02087,1997-05-01,8.3,0.0966,2.25593,0.093006
IND02087,1997-06-02,8.5,0.897,9.48612,0.020668
IND02087,1997-07-01,8.2,0.1242,1.13497,0.041336
IND02087,1997-08-01,8.3,0.0,0.644552,0.031002
IND02087,1997-09-01,8.7,0.0276,1.13497,0.020668
IND02087,1997-10-03,8.5,0.0414,4.03546,0.0
IND02087,1997-11-03,8.5,0.0138,1.07892,0.031002
IND02087,1997-12-01,8.3,0.0,0.658564,0.020668
IND02087,1998-01-01,8.4,0.0276,4.93222,0.0
IND02087,1998-02-02,8.9,0.483,3.83929,0.0
IND02087,1998-03-02,8.5,0.3588,3.93737,0.010334
IND02087,1998-04-01,9.2,0.0276,5.42264,0.020668
IND02087,1998-05-01,8.5,0.0138,0.588504,0.15501
IND02087,1998-06-01,8.0,0.0138,6.33342,0.020668
IND02087,1998-07-01,8.1,0.0138,1.19102,0.082672
IND02087,1998-08-03,8.4,0.0276,1.37318,0.020668
IND02087,1998-09-01,8.59,0.0276,3.20875,0.072338
IND02087,1998-10-05,8.3,0.0138,0.742636,0.0
IND02087,1998-11-02,8.39,0.0276,3.13869,0.010334
IND02087,1998-12-01,8.41,0.0552,1.5133,0.010334
IND02087,1999-01-01,8.46,0.138,2.31198,0.020668
IND02087,1999-02-01,8.72,0.1794,1.94767,0.0
IND02087,1999-03-03,8.58,0.0,3.75522,0.020668
IND02087,1999-04-05,8.76,0.1656,3.41893,0.041336
IND02087,1999-05-03,8.6,0.207,2.98456,0.020668
IND02087,1999-06-01,8.23,0.0138,2.94252,0.020668
IND02087,1999-07-01,8.64,0.069,2.62024,0.020668
IND02087,1999-08-02,8.65,0.069,1.62539,0.020668
IND02087,1999-09-01,8.02,0.0276,0.896768,0.05167
IND02087,1999-10-04,8.11,0.0276,0.224192,0.093006
IND02087,1999-11-01,8.48,0.0,2.03174,0.062004
IND02087,1999-12-01,8.34,0.0276,1.72348,0.020668
IND02087,2000-01-03,8.0,0.2208,0.028024,0.0
IND02087,2000-02-01,8.07,0.2898,9.03774,0.010334
IND02087,2000-03-01,8.09,0.2346,10.4389,0.0
IND02087,2000-04-03,7.99,0.4002,4.58192,0.0
IND02087,2000-05-01,7.87,0.12282,3.86731,0.062004
IND02087,2000-06-01,8.0,0.0,0.49042,0.0
IND02087,2000-07-03,8.04,0.04968,0.504432,0.0
IND02087,2000-08-01,8.5,0.0,0.448384,0.05167
IND02087,2000-09-04,8.47,0.0414,3.75522,0.10334
IND02087,2000-10-03,7.7,0.0276,4.00743,0.020668
IND02087,2000-11-01,8.53,0.3726,0.742636,0.020668
IND02087,2000-12-01,8.83,0.4968,3.64312,0.020668
IND02087,2001-01-01,9.54,0.1242,2.55018,0.0
IND02087,2001-02-01,9.14,0.1242,3.25078,0.0
IND02087,2001-03-01,9.2,0.276,1.02288,0.0
IND02087,2001-04-03,8.77,0.0276,0.714612,0.031002
IND02087,2001-05-01,8.36,0.0,2.15785,0.041336
IND02087,2001-06-01,8.59,0.138,0.252216,0.020668
IND02087,2001-07-02,8.34,0.0966,0.434372,0.124008
IND02087,2001-08-01,8.56,0.0138,0.238204,0.010334
IND02087,2001-09-03,8.53,0.0138,2.15785,0.05167
IND02087,2001-10-03,7.82,0.0138,1.93366,0.031002
IND02087,2002-07-01,8.34,0.0828,1.31713,0.010334
IND02087,2002-08-01,8.51,0.0414,0.406348,0.020668
IND02087,2002-09-02,7.98,0.0138,0.546468,0.020668
IND02087,2002-10-03,8.39,0.0552,0.322276,0.05167
IND02087,2002-11-01,8.26,0.0828,0.658564,0.031002
IND02087,2002-12-02,8.32,0.069,0.784672,0.041336
IND02087,2003-02-03,8.34,0.0138,0.224192,0.020668
IND02087,2003-03-03,8.02,0.7176,1.02288,0.237682
IND02087,2003-07-01,8.41,0.0414,2.48012,0.031002
IND02087,2003-08-01,8.47,0.0,3.53102,0.031002
IND02087,2003-09-01,8.5,0.0138,1.44324,0.020668
IND02087,2003-10-06,8.27,0.0552,5.56276,0.010334
IND02087,2003-11-01,8.55,0.0276,0.742636,0.031002
IND02087,2003-12-02,8.39,0.0276,0.742636,0.041336
IND02087,2004-02-03,8.55,0.0552,0.77066,0.010334
IND02087,2004-03-03,8.8,0.0138,0.7006,0.010334
IND02087,2004-07-01,8.36,0.0138,0.252216,0.020668
IND02087,2004-08-02,8.06,0.0138,0.266228,0.010334
IND02087,2004-09-01,8.39,0.0276,0.448384,0.25835
IND02087,2004-10-04,8.38,0.0138,1.89162,0.020668
IND02087,2004-11-01,8.4,0.0,1.89162,0.031002
IND02087,2004-12-01,8.347999999999999,0.0,2.03174,0.020668
IND02087,2005-01-03,8.5,0.0276,0.672576,0.0
IND02087,2005-02-02,8.49,0.0552,0.224192,0.0
IND02087,2005-03-01,8.09,0.0966,0.196168,0.0
IND02087,2005-08-01,8.395,0.05,3.0,0.23
IND02087,2005-09-01,8.215,0.05,4.7,0.14
IND02087,2005-10-03,8.21,0.02,2.84,0.04
IND02087,2006-08-01,8.25,0.01,5.6,0.23
IND02087,2006-09-01,8.41,0.25,7.8,0.07
IND02087,2006-10-03,8.35,0.02,4.6,0.05
IND02087,2006-11-01,8.36,0.06,0.9,0.04
IND02087,2007-01-02,8.42,0.03,4.0,0.08
IND02087,2007-02-01,8.14,0.05,11.5,0.01
IND02087,2007-07-02,8.31,0.44,5.0,0.4
IND02087,2007-08-01,8.33,0.76,5.0,0.19
IND02087,2007-09-05,8.28,0.02,7.2,0.11
IND02087,2007-10-03,8.4,0.04,1.1,0.01
IND02087,2007-11-01,8.38,0.05,6.4,0.01
IND02087,2007-12-03,8.43,0.12,6.0,0.05
IND02087,2008-01-01,8.5,0.3,5.6,0.03
IND02087,2008-02-01,8.6,0.24,0.3,0.01
IND02087,2008-03-03,8.45,0.48,7.7,0.01
IND02087,2008-07-01,7.87,0.198,4.06,0.118
IND02087,2008-08-01,7.9,0.0,3.4,0.18
IND02087,2008-09-01,7.97,0.104,4.2,0.218
IND02087,2008-10-03,8.15,0.0,3.2,0.028
IND02087,2009-07-01,8.2,0.182,0.432,0.317
IND02087,2009-08-03,8.35,0.279,2.51,0.045
IND02087,2009-09-01,8.4,0.011,3.9,0.13
IND02087,2009-10-05,7.95,0.014,3.25,0.14
IND02087,2009-11-03,8.5,0.0,0.4,0.235
IND02087,2009-12-01,8.45,0.012,0.4,0.24
IND02087,2010-01-01,8.5,0.015,0.31,0.25
IND02087,2010-02-01,8.5,0.017,0.305,0.225
IND02087,2010-03-02,8.02,0.02,0.349,0.052
IND02087,2010-07-01,8.43,0.015,1.348,0.453
IND02087,2010-08-02,8.06,0.024,0.977,0.423
IND02087,2010-09-03,8.33,0.011,0.22,0.524
IND02087,2010-10-04,8.3,0.031,0.36,0.44
IND02087,2010-11-01,8.32,0.037,0.372,0.381
IND02087,2010-12-01,8.34,0.044,0.047,0.365
IND02087,2011-01-03,8.5,0.034,1.772,0.033
IND02087,2011-02-01,8.5,0.102,8.815,0.084
IND02087,2011-08-01,8.53,0.015,1.34,0.144
IND02087,2011-09-02,8.5,0.091,3.835,0.189
IND02087,2011-10-03,8.39,0.013,4.85,0.026
IND02087,2011-11-01,8.46,0.079,11.098,0.079
IND02087,2012-08-01,7.91,0.018,5.238,0.024
IND02087,2012-09-03,7.97,0.382,8.565,0.021
IND02087,2012-10-03,8.2,0.231,4.034,0.019
IND02087,2012-11-02,8.18,0.066,2.654,0.02
IND02087,2012-12-03,8.3,0.057,3.97,0.018
IND02087,2013-01-01,8.21,0.015,2.753,0.103
IND02087,2013-02-01,8.37,0.017,2.526,0.11
IND02087,2013-03-01,8.33,0.002,8.997,0.07
IND02087,2013-04-01,8.23,0.04,0.685,0.047
IND02087,2013-07-01,8.5,0.026,2.091,0.248
IND02087,2013-08-01,8.33,0.007,3.826,0.189
IND02087,2013-09-02,8.34,0.065,9.987,0.066
IND02087,2013-10-03,8.36,0.035,9.84,0.189
IND02087,2013-11-01,8.43,0.043,3.392,0.003
IND02087,2013-12-02,8.42,0.008,8.761,0.103
IND02087,2014-08-01,7.85,0.064,2.111,0.193
IND02087,2014-09-01,7.88,0.03,3.466,0.575
IND02087,2014-10-07,8.3,0.013,3.525,0.547
IND02087,2014-11-01,8.3,0.01,8.32,0.086
IND02087,2014-12-01,8.38,0.079,8.248,0.182
IND02087,2015-01-01,8.19,0.006,0.984,0.108
IND02087,2015-03-02,8.18,0.01,1.228,0.034
IND02087,2015-04-06,8.33,0.179,1.737,0.139
IND02087,2015-06-01,8.2,0.016,0.369,0.087
IND02087,2015-08-03,8.32,0.026,1.334,0.193
IND02087,2015-09-01,8.39,0.027,4.641,0.21
IND02087,2015-10-05,8.32,0.027,3.631,0.102
IND02087,2015-11-02,8.3,0.022,3.607,0.192
IND02087,2019-11-01,7.95,0.02,0.19,0.03
IND02087,2019-12-02,7.98,0.02,0.19,0.04
IND02087,2020-01-01,8.09,0.03,0.09,0.09
IND02087,2020-02-03,7.54,0.0,0.1,0.05
IND02087,2020-03-02,7.86,0.03,0.42,0.08
IND02087,2020-05-05,7.55,0.01,0.43,0.05
IND02087,2020-06-01,7.94,0.01,0.24,0.01
IND02087,2020-07-01,7.52,0.02,2.02,0.27
IND02087,2020-08-07,7.96,0.02,2.0,0.36
IND02087,2020-09-01,7.88,0.01,3.34,0.3
IND02087,2020-10-05,7.95,0.13,1.59,0.04
IND02087,2020-11-02,8.14,0.35,0.64,0.07
IND02087,2020-12-01,7.58,0.06,0.45,0.01
IND02087,2021-01-01,7.79,0.04,1.85,0.01
IND02087,2021-02-01,7.56,0.12,0.0,0.03
IND02087,2021-03-01,7.54,0.01,1.34,0.13
IND02087,2021-04-05,7.49,0.02,1.63,0.51
IND02087,2021-05-22,7.7,0.02,1.27,0.3
IND02087,2021-06-01,7.79,0.07,0.38,0.13
IND02087,2021-06-10,7.69,0.07,0.4,0.07
IND02087,2021-06-21,7.63,0.0,0.12,0.04
IND02087,2021-07-01,7.46,0.01,0.08,0.05
IND02087,2021-07-12,7.12,0.01,0.06,0.04
IND02087,2021-07-22,7.89,0.02,0.1,0.06
IND02087,2021-08-02,8.24,0.13,0.79,0.24
IND02087,2021-08-10,8.0,0.02,0.34,0.15
IND02087,2021-08-23,7.83,0.04,0.5,0.15
IND02087,2021-09-01,7.39,0.05,0.54,0.08
IND02087,2021-09-13,8.0,0.08,0.74,0.11
IND02087,2021-10-28,7.43,0.06,0.91,0.11
IND02088,2015-01-01,7.92,0.0,4.02,0.0
IND02088,2015-11-02,7.92,0.03,6.26,0.08
IND02088,2015-12-01,8.19,0.0,8.72,0.19
IND02088,2016-01-01,8.02,0.01,3.24,0.02
IND02088,2016-02-01,7.83,0.01,4.1,0.04
IND02089,2008-08-01,6.7,0.05,0.282,0.017
IND02089,2010-08-02,6.6,0.022,0.126,0.081
IND02089,2010-10-01,6.55,0.014,0.085,0.046
IND02089,2010-12-01,6.9,0.017,0.065,0.065
IND02089,2011-02-01,6.9,0.0,0.45,0.172
IND02089,2011-04-01,7.65,0.019,0.251,0.86
IND02089,2011-06-01,5.8,0.01,0.318,0.078
IND02089,2011-08-01,6.2,0.061,0.214,0.015
IND02089,2011-10-01,6.3,0.015,0.082,0.02
IND02089,2012-04-02,6.75,0.042,2.11,0.08
IND02089,2012-06-01,7.05,0.003,0.86,0.106
IND02089,2012-08-01,6.65,0.012,1.46,0.3423
IND02089,2012-10-01,6.9,0.009,2.09,0.342
IND02089,2012-12-01,6.6,0.004,3.26,0.217
IND02089,2013-02-01,6.73,0.06,1.01,0.082
IND02089,2013-04-01,7.0,0.013,0.7,0.03
IND02089,2013-06-01,6.66,0.028,0.833,0.07
IND02089,2013-08-01,6.6,0.014,0.276,0.11
IND02089,2013-10-01,6.8,0.015,0.216,0.116
IND02089,2014-02-01,7.1,0.009,0.168,0.04
IND02089,2014-04-01,6.91,0.009,0.892,0.1
IND02089,2021-06-01,7.04,0.0,0.37,0.03
IND02089,2021-06-11,6.95,0.0,0.25,0.05
IND02089,2021-06-21,6.94,0.0,0.39,0.04
IND02089,2021-07-01,7.17,0.0,0.37,0.03
IND02089,2021-07-12,6.7,0.0,0.33,0.03
IND02089,2021-07-22,6.91,0.0,0.36,0.01
IND02089,2021-08-02,6.99,0.01,0.36,0.16
IND02089,2021-08-11,6.82,0.01,0.29,0.15
IND02089,2021-08-23,7.1,0.01,0.26,0.16
IND02089,2021-09-01,7.14,0.0,0.46,0.12
IND02089,2021-09-13,7.2,0.0,0.45,0.14
IND02089,2021-09-29,6.68,0.0,0.45,0.13
IND02091,2014-06-02,7.6,0.0371,11.46,0.12
IND02091,2014-07-01,7.6,0.0,4.81,0.142
IND02091,2014-08-01,7.9,0.0,4.58,0.147
IND02091,2014-09-01,7.6,0.005,3.034,0.332
IND02091,2014-10-07,8.3,0.0,1.21,0.075
IND02091,2014-11-01,8.3,0.006,0.41,0.284
IND02091,2014-12-01,7.9,0.012,14.238,0.108
IND02091,2015-01-01,8.0,0.006,9.135,0.114
IND02091,2015-02-02,7.7,0.0,10.38,0.106
IND02091,2015-03-02,8.1,0.0,8.331,0.147
IND02091,2015-04-06,7.8,0.008,7.656,0.252
IND02091,2015-05-01,8.0,0.005,8.452,0.097
IND02091,2015-07-01,8.2,0.016,9.739,0.023
IND02091,2015-08-03,7.9,0.0,9.51,0.126
IND02091,2015-09-01,8.2,0.016,9.51,0.057
IND02091,2015-10-05,8.2,0.002,7.501,0.076
IND02091,2015-11-02,8.5,0.097,10.379,0.124
IND02091,2015-12-01,8.1,0.005,7.437,0.015
IND02091,2016-01-01,8.0,0.032,13.31,0.178
IND02091,2016-02-01,7.9,0.069,10.149,0.051
IND02091,2016-03-01,8.1,0.094,9.07,0.123
IND02091,2016-04-01,8.1,0.208,2.53,0.084
IND02091,2016-07-01,7.8,0.014,3.453,0.171
IND02091,2016-08-01,8.3,0.0,1.876,0.204
IND02091,2016-09-01,8.2,0.0,1.9,0.06
IND02091,2016-10-04,8.3,0.011,1.727,0.076
IND02091,2016-11-01,8.4,0.005,2.269,0.284
IND02091,2016-12-01,8.2,0.026,2.07,0.368
IND02091,2017-01-02,8.3,0.004,1.599,1.429
IND02091,2017-02-01,8.7,0.042,2.188,5.505
IND02091,2017-07-03,7.8,0.028,3.088,0.911
IND02091,2017-08-01,8.2,0.032,3.43,1.867
IND02091,2017-09-04,8.0,0.011,2.16,0.164
IND02091,2017-10-03,8.2,0.104,0.34,0.147
IND02091,2017-11-01,8.2,0.044,2.43,0.157
IND02091,2017-12-04,8.2,0.025,1.9,0.051
IND02091,2020-06-18,7.5,0.05,6.15,0.32
IND02091,2020-07-02,7.6,0.24,3.07,0.36
IND02091,2020-08-03,7.8,0.0,1.29,0.53
IND02091,2020-09-01,7.8,0.0,7.0,0.34
IND02091,2020-11-02,8.0,0.01,2.77,1.07
IND02091,2020-12-01,7.9,0.0,2.66,0.0
IND02091,2021-01-01,7.9,0.01,3.22,0.3
IND02091,2021-02-01,7.7,0.02,15.43,0.29
IND02091,2021-03-01,8.1,0.0,10.0,0.57
IND02091,2021-04-06,8.0,0.01,4.0,0.3
IND02091,2021-05-03,7.8,0.01,2.48,1.8
IND02091,2021-05-21,7.6,0.01,2.75,1.63
IND02091,2021-06-01,7.4,0.09,10.02,0.68
IND02091,2021-06-11,7.4,0.0,2.0,0.54
IND02091,2021-06-21,7.5,0.0,2.45,0.84
IND02091,2021-07-01,7.8,0.01,2.48,1.29
IND02091,2021-07-12,7.7,0.01,2.54,0.55
IND02091,2021-07-23,7.6,0.0,2.21,0.62
IND02091,2021-08-02,7.8,0.01,3.46,0.82
IND02091,2021-08-11,8.2,0.02,2.06,0.02
IND02091,2021-08-23,8.165,0.02,3.53,0.6
IND02091,2021-09-01,7.95,0.01,1.5,0.12
IND02091,2021-09-13,8.145,0.01,2.96,0.62
IND02091,2021-09-21,8.395,0.01,3.7,0.29
IND02091,2021-10-04,7.8,0.02,0.8,0.03
IND02092,2021-01-31,7.3,0.0,0.5,0.01
IND02093,2016-09-19,6.9,0.107,1.267,0.147
IND02093,2016-10-01,8.3,0.1246,0.803,0.003
IND02095,1994-08-01,8.5,0.0,0.056,0.258
IND02095,1994-09-01,8.5,0.0,0.168,0.444
IND02095,1994-10-01,8.4,0.0,0.07,0.041
IND02095,1994-11-01,8.2,0.0,0.014,0.052
IND02095,1994-12-01,8.28,0.0,0.112,0.031
IND02095,1995-01-01,8.29,0.0,0.112,0.021
